Year,First Author,"Alloy, condition/form","Composition, wt%",c,"TA,
%",Exp,M,"CR,
mm/y",Ref,Mg,Fe,Al,Ca,Zn,Mn,Sn,Cu,In,Au,Y,V,Ti,Si,Ni,Nd,Ce,Gd,Ge,Sr,Zr,Sm,Pb,B,La,Pr,Li,Cd,Hg,RE
2019,Bahmani,"MgMnCa, XM11","Mg,0.52Mn,0.39Ca",B,0.9,"1, 7 d",Pw,1.7,18,1,,,0.4,,0.52,,,,,,,,,,,,,,,,,,,,,,,,
2019,Bahmani,"MgMnCa, XM11","Mg,0.52Mn,0.39Ca",B,0.9,"1, 0.5 h",Pi,0.64,18,1,,,0.4,,0.52,,,,,,,,,,,,,,,,,,,,,,,,
2019,Bahmani,"MgMnCaAl, AXM211","Mg,0.48Mn,0.42Ca,2.38Al",B,3.3,"1, 7 d",Pw,8.7,18,1,,2.38,0.4,,0.48,,,,,,,,,,,,,,,,,,,,,,,,
2019,Bahmani,"MgMnCaAl, AXM211","Mg,0.48Mn,0.42Ca,2.38Al",B,3.3,"1, 0.5 h",Pi,1.5,18,1,,2.38,0.4,,0.48,,,,,,,,,,,,,,,,,,,,,,,,
2019,Bahmani,"MgMnCaSn, TXM911","Mg,0.54Mn,0.49Ca,9.14Sn",B,10,"1, 7 d",Pw,8.8,18,1,,,0.49,,0.54,9.14,,,,,,,,,,,,,,,,,,,,,,,
2019,Bahmani,"MgMnCaSn , TXM911","Mg,0.54Mn,0.49Ca,9.14Sn",B,10,"l, 0.5 h",Pi,2,18,1,,,0.49,,0.54,9.14,,,,,,,,,,,,,,,,,,,,,,,
2019,Bahmani,"MgMnCaZn , ZXM411","Mg,0.56Mn,0.44Ca,3.90Zn",B,4.9,"1, 7 d",Pw,3.6,18,1,,,0.4,3.9,0.56,,,,,,,,,,,,,,,,,,,,,,,,
2019,Bahmani,"MgMnCaZn , ZXM411","Mg,0.56Mn,0.44Ca,3.90Zn",B,4.9,"l, 0.5 h",Pi,0.46,18,1,,,0.4,3.9,0.56,,,,,,,,,,,,,,,,,,,,,,,,
2019,Cao,"Pure Mg, ep","Mg,0.0028Fe",P,0.08,"2, 7d",PAH,0.5,19,1,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Cao,"Pure Mg, ep","Mg,0.0028Fe",B,0.08,"2, 7d","Pi,EIS",0.2,19,1,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Cao,"Pure Mg, ep","Mg,0.0028Fe",B,0.08,"3, 7d",PAH,16,19,1,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Cao,"Pure Mg, ep","Mg,0.0028Fe",B,0.08,"3, 7d","Pi,EIS",12,19,1,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Gore,Pure Mg,[Fe] < 0.001,P,0.06,"4, 1 d",Pw,0.8,20,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Gore,Pure Mg,[Fe] < 0.001,B,0.06,"4, 10 m",Pi,0.3,20,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Gore,Mg0.14In,"[Fe] = 0.002,0.14In",B,0.2,"4, 1 d",Pw,7,20,,0.002,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,
2019,Gore,Mg0.14In,"[Fe] = 0.002,0.14In",B,0.2,"4, 10 m",Pi,0.6,20,,0.002,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,
2019,Gore,Mg0.11Au,"[Fe] = 0.003,0.11Au",B,0.2,"4, 1 d",Pw,50,20,,0.003,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,
2019,Gore,Mg0.11Au,"[Fe] = 0.003,0.11Au",B,0.2,"4, 10 m",Pi,1,20,,0.003,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,
2019,Cain,AZ31B-H24,"3.02Al,0.99Zn,0.33Mn,0.005Fe",B,4.3,"5, 1 d",Pi,3.4,21,,0.005,3.02,,0.99,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2019,Cain,Mg1Sn,"1.23Sn,0.02Al,0.005Zn,0.002Mn,0.002Fe",B,1.2,"5, 1 d",Pi,6.8,21,,0.002,0.02,,0.005,0.002,1.23,,,,,,,,,,,,,,,,,,,,,,,
2019,Cain,Mg5Sn,"5.48Sn,0.03Al,0.005Zn,0.004Mn,0.007Fe",B,5.4,"5, 1 d",Pi,4.1,21,,0.007,0.03,,0.005,0.004,5.48,,,,,,,,,,,,,,,,,,,,,,,
2019,Cain,Mgl0Sn,"10.65Sn,0.02Al,0.004Zn,0.002Mn,0.001Fe",B,10.6,"5, 1 d",Pi,1.4,21,,0.001,0.02,,0.004,0.002,10.65,,,,,,,,,,,,,,,,,,,,,,,
2019,Hu,AZ91,"9.12Al,0.89Zn,0.23Mn",R,10.2,"4, 1 d",Pw,1,22,,,9.12,,0.89,0.23,,,,,,,,,,,,,,,,,,,,,,,,
2019,Hu,AZ910.5Sm,"8.98Al,1.12Zn,0.19Mn,0.48Sm",R,10.8,"4, 1 d",Pw,0.9,22,,,8.98,,1.12,0.19,,,,,,,,,,,,,,,,0.48,,,,,,,,
2019,Hu,AZ911.0Sm,"9.08Al,0.96Zn,0.18Mn,0.92Sm",R,11.1,"4, 1 d",Pw,0.7,22,,,9.08,,0.96,0.18,,,,,,,,,,,,,,,,0.92,,,,,,,,
2019,Kim,CP Mg,"0.001Al,0.001Mn,0.003Y,0.402Fe",B,0.4,"6, 3 d",Pw,230,23,,0.402,0.001,,,0.001,,,,,0.003,,,,,,,,,,,,,,,,,,,
2019,Kim,Mg3AI,"2.878Al,0.004Mn,0.003Y,0.291Fe",B,3.2,6. 3 d,Pw,215,23,,0.291,2.878,,,0.004,,,,,0.003,,,,,,,,,,,,,,,,,,,
2019,Kim,Mg3Al0.3Mn,"2.598Al,0.253Mn,0.003Y,0.0094Fe",B,2.9,"6, 3 d",Pw,17,23,,0.0094,2.598,,,0.253,,,,,0.003,,,,,,,,,,,,,,,,,,,
2019,Kim,Mg3Al0.03Y,"2.598Al,0.001Mn,0.033Y,0.0061Fe",B,2.6,"6, 3 d",Pw,5.6,23,,0.0061,2.598,,,0.001,,,,,0.033,,,,,,,,,,,,,,,,,,,
2019,Kim,Mg3Al0.2Y,"2.660Al,0.001Mn,0.176Y,0.0051Fe",B,2.8,"6, 3 d",Pw,1.4,23,,0.0051,2.66,,,0.001,,,,,0.176,,,,,,,,,,,,,,,,,,,
2019,Kim,Mg3Al0.5Y,"2.900Al,0.001Mn,0.548Y,0.0039Fe",B,3.5,"6, 3 d",Pw,1.8,23,,0.0039,2.9,,,0.001,,,,,0.548,,,,,,,,,,,,,,,,,,,
2019,Abdel-Gawad,Pure Mg,Undisclosed,B,0.01,"7, 10 d",Pw,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Abdel-Gawad,Pure Mg,Undisclosed,B,0.01,"7, 0.5 h",Pi,0.13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Abdel-Gawad,"Mg1Zn0.6Ca, cast","1.037Zn,0.019Fe,0.079V,0.014Ti,0.245Si,0.567Ca",B,1.9,"7, 10 d",Pw,3.9,24,,0.019,,0.6,1.037,,,,,,,0.1,0.014,0.245,,,,,,,,,,,,,,,,
2019,Abdel-Gawad,"Mg1Zn0.6Ca, cast","1.037Zn,0.019Fe,0.079V,0.014Ti,0.245Si,0.567Ca",B,1.9,"7, 0.5 h",Pi,0.07,24,,0.019,,0.57,1.037,,,,,,,0.1,0.014,0.245,,,,,,,,,,,,,,,,
2019,Abdel-Gawad,"Mg2Zn0.6Ca, cast","2.016Zn,0.012Fe,0.052V,0.010Ti,0.179Si,0.600Ca",B,2.9,"7, 10 d",Pw,2.2,24,,0.012,,0.6,2.016,,,,,,,0.1,0.01,0.179,,,,,,,,,,,,,,,,
2019,Abdel-Gawad,"Mg2Zn0.6Ca, cast",2.016Zn0.012Fe0.052V0.010Ti0.179Si0.600Ca,B,2.9,"7, 0.5 h",Pi,0.04,24,,0.012,,0.6,2.016,,,,,,,0.1,0.01,0.179,,,,,,,,,,,,,,,,
2019,Abdel-Gawad,"Mg2.5Zn1.5Ca, cast","2.540Zn,0.013Fe,0.050V,0.008Ti,0.180Si,1.440Ca",B,4.2,"7, l Od",Pw,5.5,24,,0.013,,1.4,2.54,,,,,,,0.1,0.008,0.18,,,,,,,,,,,,,,,,
2019,Abdel-Gawad,"Mg2.5Zn1.5Ca, cast","2.540Zn,0.013Fe,0.050V,0.008Ti,0.180Si,1.440Ca",B,4.2,"7, 0.5 h",Pi,0.28,24,,0.013,,1.44,2.54,,,,,,,0.1,0.008,0.18,,,,,,,,,,,,,,,,
2019,Jiang,"Mg4Zn, e","3.63Zn,0.00Sn,0.06Fe,0.06Si",B,3.8,"8, 7 d",Pw,1.87,25,,0.1,,,3.63,,0,,,,,,,0.06,,,,,,,,,,,,,,,,
2019,Jiang,"Mg4Zn0.9Sn, e","3.56Zn,0.92Sn,0.04Fe,0.04Si",B1,4.6,"8, 7 d",Pw,0.62,25,,0.04,,,3.56,,0.92,,,,,,,0.04,,,,,,,,,,,,,,,,
2019,Jiang,"Mg4Zn1.4Sn, e","3.56Zn,1.43Sn,0.02Fe,0.03Si",B1,5,"8, 7 d",Pw,0.45,25,,0.02,,,3.56,,1.43,,,,,,,0.03,,,,,,,,,,,,,,,,
